"Means Treated","Means Control","Std. Mean Diff.","Var. Ratio","eCDF Mean","eCDF Max","Std. Pair Dist."
0.883719984979027,0.552109205806441,1.79661985064588,0.0943359955180028,0.474117699699094,0.832225913621256,1.79661985064587
56.0692524916944,64.3341528239203,-0.724968150675927,0.898440401814236,0.133710923427931,0.325581395348838,1.22399928150858
2.80398671096346,3.09800664451827,-0.386987947195428,1.45114962326428,0.0614617940199336,0.177740863787376,1.00354501560848
0.543189368770764,0.651162790697674,-0.219250130361131,NA,0.10797342192691,0.10797342192691,1.03553523109026
0.478405315614618,1.02990033222591,-0.670335038725447,0.892031224292052,0.183831672203766,0.378737541528241,1.11049479306926
37.460720602799,70.8838599230631,-0.0839045699487911,0.0688385445635921,0.018070770673375,0.0730897009966777,0.216983063904094
0.0614617940199336,0.142857142857143,-0.27202628973196,NA,0.0813953488372093,0.0813953488372093,0.582913477997057
3.76362257960133,3.31913130315282,0.166191706057306,2.18633663655665,0.0433970099667774,0.101328903654485,0.899651757685868
2.40079350502492,2.79473958179236,-0.169496988808679,0.238119345997531,0.0299299952539155,0.0847176079734218,0.889956891698659
0.0149501661129568,0.239202657807309,-0.723187558644909,NA,0.224252491694352,0.224252491694352,0.766043117675718
0.536544850498339,0.338870431893688,0.398705669178468,NA,0.197674418604651,0.197674418604651,0.95488332534339
3256.62063637874,4264.50041262458,-0.77321758126469,0.698344280897413,0.133710923427931,0.325581395348838,1.26973659020071
156.799833887043,199.124568106312,-0.734604856198577,0.98926979737114,0.158549713246349,0.328903654485051,1.18608623833956
29.9189202657807,41.1550166112957,-0.371694638788215,0.822604732980783,0.138157894736842,0.257475083056479,1.15540684421239
25.3225249169435,65.5002159468439,-0.810937268661431,0.582500110873265,0.243763213530656,0.39700996677741,1.17120347869941
2079.40619177341,4349.28430799947,-0.134705798792348,0.0498952644908295,0.0332558907983412,0.074750830564784,0.308205904238173
3.14285714285714,8.93509966777409,-0.325963432169995,0.322903569596051,0.0614310323612649,0.0946843853820598,0.597059770006713
212.256641312279,212.558347424822,-0.00185642129425421,1.74797848267048,0.068666693351479,0.167774086378738,0.937014748991658
132.038283055703,175.783990724907,-0.3208951037468,0.192731205018171,0.0496966427198985,0.10797342192691,0.918298138898525
0.843853820598007,15.2558139534884,-0.779252283867679,0.0627300573415167,0.133246321784528,0.224252491694353,0.824340417397137
30.0582724252492,22.7507142857143,0.240859325070251,0.811388889527363,0.0920265780730897,0.197674418604651,1.03036478181098
8.50166112956811,10.0382059800664,-0.362175808480846,1.25261341156354,0.0614617940199336,0.177740863787376,1.01135147384435
1.59302325581395,2.08637873754153,-0.308261088594313,0.94859205981125,0.098671096345515,0.207641196013289,1.134442322672
1.35714285714286,3.13455149501661,-0.678223498234335,0.817275360637754,0.227812055054581,0.41528239202658,1.09529925696162
108.68312515387,221.732315390244,-0.127879891146965,0.0743912690485439,0.0282995012721062,0.0598006644518272,0.303001860296542
0.167774086378738,0.460132890365449,-0.31012160998686,0.347767101230975,0.0584717607973422,0.0880398671096345,0.588526237134155
10.3365708060997,10.3314500147591,0.000618828505616052,1.67674510965106,0.0499853159817184,0.156146179401993,0.893493769146296
6.78075282188206,8.82979199913621,-0.255975449638107,0.242979058902233,0.0312292358803987,0.0847176079734218,0.852085031004546
0.0481727574750831,0.76578073089701,-0.705011588523309,0.0793262428819802,0.143521594684386,0.222591362126246,0.753970726615206
1.49169435215947,1.0514950166113,0.285224712265672,0.987908421196114,0.0880398671096346,0.200996677740864,0.96761138236543
0.260797342192691,0.67109634551495,-0.548901902055173,0.578583392101551,0.136766334440753,0.292358803986712,0.9311331860774
21.7963276665083,42.4110358044336,-0.128051544745542,0.1527764020767,0.0437750453813747,0.0996677740863786,0.360461435921295
0.0498338870431894,0.102990033222591,-0.202620206649366,NA,0.053156146179402,0.053156146179402,0.519214279539
1.93406761196179,2.20885882537541,-0.10206103509288,1.44969811986385,0.0613122923588039,0.166112956810631,1.00061081106027
1.35200782249502,1.89812014452159,-0.230254433888543,0.278983480284354,0.0192973775358733,0.10797342192691,0.902748687794332
0.0116279069767442,0.166112956810631,-0.577104680688068,NA,0.154485049833887,0.154485049833887,0.62674809408059
0.272425249169435,0.207641196013289,0.154800417409841,NA,0.0647840531561462,0.0647840531561462,0.908956297098812
0.767441860465116,1.66445182724252,-0.54924792737557,0.708048343997456,0.183831672203766,0.378737541528241,1.00695453352188
19.891610630289,61.4866674288156,-0.110913640607222,0.0568906075639834,0.11288773395612,0.377076411960134,0.196741017484374
0.0614617940199336,0.132890365448505,-0.188171550151964,0.534434442934778,0.0238095238095239,0.0548172757475083,0.494497329469116
1.54484322246179,3.35685227093521,-0.491966732728275,0.812085223962074,0.157398947951274,0.377076411960134,0.961874438641907
1.21154927004153,3.07341881972757,-0.474468390112528,0.229555150659069,0.0824892634308403,0.378737541528241,0.804504322596862
0.00996677740863787,0.259136212624585,-0.6094013593118,0.0559064181936973,0.0830564784053157,0.172757475083057,0.650028116599254
0.29734219269103,0.303986710963455,-0.0102016120405828,0.945043211990592,0.00442967884828352,0.00996677740863794,0.790624933145165
6806.73382407621,83518.7470384515,-0.0173567477402056,0.00130114490937161,0.0245665686961519,0.0548172757475083,0.0199832163927822
5.0855396301113,10.2570879996512,-0.131364225304289,0.3741493782432,0.034450382782031,0.0813953488372093,0.38336943759009
246.132250093021,387.351329581385,-0.0320029611433035,0.105383959380954,0.0149835629486792,0.0431893687707641,0.123056249804335
